item_code,name,hardware_type,brand,series,runner_height,runner_depth,handling_cost,unit_cost,machining_cost,assembly_cost,source_category,product_type,product_id,raw_article_sku,sale_price_aud,rrp_aud,unit,availability,pricing_status,price_scope,review_status,visibility_status,image_url,source_image_url,source_url,captured_at,scraper_item_hash
P-00853205,"Furniture handle, Urban",handle,Hafele,Furniture Handles & Knobs,,,0,6.51,0,0,Furniture Handles & Knobs,handle,P-00853205,P-00853205,6.51,9.31,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00642384.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00642384.jpg,https://www.hafele.com.au/en/product/furniture-handle-urban/P-00853205/,2026-06-21T02:39:12.872Z,9264e38a33f06f9f1e2fd0a1342ffffac86de2e62cc06145d7974fe8f86275c4
P-00853207,"Furniture handle, Urban",handle,Hafele,Furniture Handles & Knobs,,,0,13.01,0,0,Furniture Handles & Knobs,handle,P-00853207,P-00853207,13.01,18.59,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00624799.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00624799.jpg,https://www.hafele.com.au/en/product/furniture-handle-urban/P-00853207/,2026-06-21T02:39:12.872Z,428d813d0a437a7c066a7175861cb581c8e5bf0c0c51a0bb2dd21a1a7a653908
P-00853216,"Furniture handle, Urban",handle,Hafele,Furniture Handles & Knobs,,,0,5.91,0,0,Furniture Handles & Knobs,handle,P-00853216,P-00853216,5.91,8.44,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00650475.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00650475.jpg,https://www.hafele.com.au/en/product/furniture-handle-urban/P-00853216/,2026-06-21T02:39:12.872Z,ce78723acf92a8f203b655f9f552f3b6c1df0bdd0b5116d58edab58777f4da7b
P-00853389,"Furniture handle, Urban",handle,Hafele,Furniture Handles & Knobs,,,0,6.64,0,0,Furniture Handles & Knobs,handle,P-00853389,P-00853389,6.64,9.48,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00640656.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00640656.jpg,https://www.hafele.com.au/en/product/furniture-handle-urban/P-00853389/,2026-06-21T02:39:12.871Z,3c16f71fb9be3e301ba5623351eb7f04335fbc2faacd358d604300e9806ad030
P-00853541,"Furniture handle, Urban",handle,Hafele,Furniture Handles & Knobs,,,0,15.28,0,0,Furniture Handles & Knobs,handle,P-00853541,P-00853541,15.28,21.82,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00637088.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00637088.jpg,https://www.hafele.com.au/en/product/furniture-handle-urban/P-00853541/,2026-06-21T02:39:12.872Z,51af60c8c433e912f51239c8bad135f8b93e19950c7bd25a99c90d7e18824386
P-00853625,"Furniture handle, Urban",handle,Hafele,Furniture Handles & Knobs,,,0,15.85,0,0,Furniture Handles & Knobs,handle,P-00853625,P-00853625,15.85,22.64,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00553461.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00553461.jpg,https://www.hafele.com.au/en/product/furniture-handle-urban/P-00853625/,2026-06-21T02:39:12.872Z,25a574f00761c21ade9a8c59af8c57fbc7467d0e19b202cffc3e14c53e073cc1
P-00853663,"Furniture handle, Urban",handle,Hafele,Furniture Handles & Knobs,,,0,10.29,0,0,Furniture Handles & Knobs,handle,P-00853663,P-00853663,10.29,14.7,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00642505.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00642505.jpg,https://www.hafele.com.au/en/product/furniture-handle-urban/P-00853663/,2026-06-21T02:39:12.872Z,1fac653f4dfef5ce79497e017ba7413ec16e9858cb2ef606c45c5192164292ba
P-00853704,"Furniture handle, Urban",handle,Hafele,Furniture Handles & Knobs,,,0,9.22,0,0,Furniture Handles & Knobs,handle,P-00853704,P-00853704,9.22,13.16,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00604367.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00604367.jpg,https://www.hafele.com.au/en/product/furniture-handle-urban/P-00853704/,2026-06-21T02:39:12.872Z,4320a64749fccd58fb1f9b391377fe2ee753fe3bde7ec3fce35f65f9109048fa
P-00854156,"Furniture handle, Urban",handle,Hafele,Furniture Handles & Knobs,,,0,20.24,0,0,Furniture Handles & Knobs,handle,P-00854156,P-00854156,20.24,28.91,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00620765.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00620765.jpg,https://www.hafele.com.au/en/product/furniture-handle-urban/P-00854156/,2026-06-21T02:39:12.872Z,4a4fb70d5d2058b81b8c11d5da456382ad8002a557e71a512314c991f3690cac
107.46.403,"Furniture handle, Urban, Zinc-alloy, bar handle",handle,Hafele,Furniture Handles & Knobs,,,0,16.5,0,0,Furniture Handles & Knobs,handle,P-00852487,10746403,16.5,23.57,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00605689.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00605689.jpg,https://www.hafele.com.au/en/product/furniture-handle-urban-zinc-alloy-bar-handle/P-00852487/,2026-06-21T02:39:12.872Z,6bd12ac8ab13b5fcbe49fb63ae5c1295bef6027313d3bfffeae385c955df6a78
155.00.250,"Furniture handle, Urban, Zinc-alloy, pull handle",handle,Hafele,Furniture Handles & Knobs,,,0,7.18,0,0,Furniture Handles & Knobs,handle,P-00853222,15500250,7.18,10.26,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00646476.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00646476.jpg,https://www.hafele.com.au/en/product/furniture-handle-urban-zinc-alloy-pull-handle/P-00853222/,2026-06-21T02:39:12.871Z,d610b520709463d70dd83cdce380130ce11f02215362d63c0aea5a569472fb06
P-00853360,"Furniture handle, Urban, Zinc-alloy, pull handle",handle,Hafele,Furniture Handles & Knobs,,,0,10.19,0,0,Furniture Handles & Knobs,handle,P-00853360,P-00853360,10.19,10.7,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00600520.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00600520.jpg,https://www.hafele.com.au/en/product/furniture-handle-urban-zinc-alloy-pull-handle/P-00853360/,2026-06-21T02:39:12.872Z,3d919e435183d74b191e1917cf337ac45450445c0f4060fd5a0009882ae460fc
109.50.604,"Furniture handle, Zinc Alloy",handle,Hafele,Furniture Handles & Knobs,,,0,18.24,0,0,Furniture Handles & Knobs,handle,P-00853223,10950604,18.24,26.06,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04936604.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04936604.jpg,https://www.hafele.com.au/en/product/furniture-handle-zinc-alloy/P-00853223/,2026-06-21T02:39:12.872Z,ccfeddba182a636b575c574f1195d074b283692d160006e312294fd4b59c3bc2
111.77.630,"Furniture handle, Zinc Alloy",handle,Hafele,Furniture Handles & Knobs,,,0,25.38,0,0,Furniture Handles & Knobs,handle,P-00852379,11177630,25.38,36.26,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00595997.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00595997.jpg,https://www.hafele.com.au/en/product/furniture-handle-zinc-alloy/P-00852379/,2026-06-21T02:39:12.872Z,bd4209a988c0c8ef74c9009e73253816e3c0dadfdbe4b5b658c93ca20368fdbc
P-00852969,"Furniture handle, zinc alloy bar handle",handle,Hafele,Furniture Handles & Knobs,,,0,3.8,0,0,Furniture Handles & Knobs,handle,P-00852969,P-00852969,3.8,5.42,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00577364.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00577364.jpg,https://www.hafele.com.au/en/product/furniture-handle-zinc-alloy-bar-handle/P-00852969/,2026-06-21T02:39:12.871Z,f8fe4b14776ddb899ef705df8997f87f7d6c554739a8a687c37e5bc54af21897
P-00853304,"Furniture handle, Zinc Alloy",handle,Hafele,Furniture Handles & Knobs,,,0,12.24,0,0,Furniture Handles & Knobs,handle,P-00853304,P-00853304,12.24,17.49,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04337106.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04337106.jpg,https://www.hafele.com.au/en/product/furniture-handle-zinc-alloy/P-00853304/,2026-06-21T02:39:12.872Z,3692a66cf541ea2847c6587b6deb9aed9ba58348e6a5175e2bfe687385162e1c
P-00853607,"Furniture handle, Zinc Alloy",handle,Hafele,Furniture Handles & Knobs,,,0,9.28,0,0,Furniture Handles & Knobs,handle,P-00853607,P-00853607,9.28,13.26,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00605537.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00605537.jpg,https://www.hafele.com.au/en/product/furniture-handle-zinc-alloy/P-00853607/,2026-06-21T02:39:12.872Z,09b53ec478ec297f92ed303b24fb5bcfc23f0bec31474946142dd04fff989a78
155.01.310,"Furniture handles, D Handle, Stainless Steel, Häfele Déco",handle,Hafele,Furniture Handles & Knobs,,,0,30.34,0,0,Furniture Handles & Knobs,handle,P-00853356,15501310,30.34,43.34,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00641003.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00641003.jpg,https://www.hafele.com.au/en/product/furniture-handles-d-handle-stainless-steel-haefele-d-co/P-00853356/,2026-06-21T02:39:12.871Z,62f4547b442421c25595ef5039ab8d3ae43fadbf19c78122f7c8c03e9c7abf27
P-00852702,"Furniture handles, H-U-I-85",handle,Hafele,Furniture Handles & Knobs,,,0,3.78,0,0,Furniture Handles & Knobs,handle,P-00852702,P-00852702,3.78,5.4,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04805933.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04805933.jpg,https://www.hafele.com.au/en/product/furniture-handles-h-u-i-85/P-00852702/,2026-06-21T02:39:12.872Z,839ed101414e59f014bc045b144221bc1fda5c342008bf64e2f4c0c6b122aa44
P-00852332,"Furniture handles, Häfele Déco H2310, stainless steel",handle,Hafele,Furniture Handles & Knobs,,,0,21.94,0,0,Furniture Handles & Knobs,handle,P-00852332,P-00852332,21.94,31.34,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00630528.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00630528.jpg,https://www.hafele.com.au/en/product/furniture-handles-haefele-d-co-h2310-stainless-steel/P-00852332/,2026-06-21T02:39:12.872Z,5c70cbcba33855052802a4d834329e35df7b097851009cef5abf04ece1081fbc
P-00853335,"Furniture handles, Häfele Déco, Ø 16 mm, round, stainless steel",handle,Hafele,Furniture Handles & Knobs,,,0,11.06,0,0,Furniture Handles & Knobs,handle,P-00853335,P-00853335,11.06,15.8,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00649292.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00649292.jpg,https://www.hafele.com.au/en/product/furniture-handles-haefele-d-co-16-mm-round-stainless-steel/P-00853335/,2026-06-21T02:39:12.872Z,2890e6cd6bceaf9baf81260ce217e58e513e23cd85b779daa0408fc589f8b793
P-00852524,"Furniture handles, Häfele Déco, round, stainless steel",handle,Hafele,Furniture Handles & Knobs,,,0,17.1,0,0,Furniture Handles & Knobs,handle,P-00852524,P-00852524,17.1,24.43,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00603013.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00603013.jpg,https://www.hafele.com.au/en/product/furniture-handles-haefele-d-co-round-stainless-steel/P-00852524/,2026-06-21T02:39:12.870Z,b488a61494e2e5df73551273f469a1ff88f8bd40f674eb5f733c6e1f7bbe75fd
P-00852441,"Furniture handles, Häfele Déco, stainless steel",handle,Hafele,Furniture Handles & Knobs,,,0,9.92,0,0,Furniture Handles & Knobs,handle,P-00852441,P-00852441,9.92,14.18,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00638314.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00638314.jpg,https://www.hafele.com.au/en/product/furniture-handles-haefele-d-co-stainless-steel/P-00852441/,2026-06-21T02:39:12.870Z,c531aa920f4e8eb3359966c32259a4d91c34825b0e21aedcc16963c08887aa7b
P-00852606,"Furniture handles, Häfele Déco, stainless steel",handle,Hafele,Furniture Handles & Knobs,,,0,3.4,0,0,Furniture Handles & Knobs,handle,P-00852606,P-00852606,3.4,4.85,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00643624.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00643624.jpg,https://www.hafele.com.au/en/product/furniture-handles-haefele-d-co-stainless-steel/P-00852606/,2026-06-21T02:39:12.870Z,f725132b603f1bfa79f5799784771a294b19778583f6f3c6107d2cf289d5d03e
P-00852614,"Furniture handles, Häfele Déco, stainless steel",handle,Hafele,Furniture Handles & Knobs,,,0,4.68,0,0,Furniture Handles & Knobs,handle,P-00852614,P-00852614,4.68,6.68,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00594308.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00594308.jpg,https://www.hafele.com.au/en/product/furniture-handles-haefele-d-co-stainless-steel/P-00852614/,2026-06-21T02:39:12.870Z,c0e7519b7cc7d1afb6c53a99195d2f5b7b2d3ad27e28fd987c8673542c0d354d
P-00852687,"Furniture handles, Häfele Déco, stainless steel",handle,Hafele,Furniture Handles & Knobs,,,0,6.14,0,0,Furniture Handles & Knobs,handle,P-00852687,P-00852687,6.14,8.77,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00649068.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00649068.jpg,https://www.hafele.com.au/en/product/furniture-handles-haefele-d-co-stainless-steel/P-00852687/,2026-06-21T02:39:12.870Z,51a38d845b9c7e2d7453bf88014cf8884eb019c82a186c7f585d334420ec3933
P-00852938,"Furniture handles, Häfele Déco, stainless steel",handle,Hafele,Furniture Handles & Knobs,,,0,11.91,0,0,Furniture Handles & Knobs,handle,P-00852938,P-00852938,11.91,17.01,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00554669.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00554669.jpg,https://www.hafele.com.au/en/product/furniture-handles-haefele-d-co-stainless-steel/P-00852938/,2026-06-21T02:39:12.870Z,d0aff071085b7a91ff67f02ae69277ae565f3d9b32ff081a759653e7343884d5
P-00853186,"Furniture handles, Häfele Déco, stainless steel",handle,Hafele,Furniture Handles & Knobs,,,0,8.66,0,0,Furniture Handles & Knobs,handle,P-00853186,P-00853186,8.66,12.37,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00554671.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00554671.jpg,https://www.hafele.com.au/en/product/furniture-handles-haefele-d-co-stainless-steel/P-00853186/,2026-06-21T02:39:12.871Z,4bf922fa2dca1310d2fc8aed58f6c3ad1e8eb211693948165c3e2e00a1c1a4f0
P-01649379,"Furniture handles, half-moon handle, aluminium",handle,Hafele,Furniture Handles & Knobs,,,0,13.6,0,0,Furniture Handles & Knobs,handle,P-01649379,P-01649379,13.6,19.43,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04758344.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04758344.jpg,https://www.hafele.com.au/en/product/furniture-handles-half-moon-handle-aluminium/P-01649379/,2026-06-21T02:39:12.872Z,9831044577267a6f9854086e5c9c567d1c43d784db849f62b7c794304cdbd629
P-00852622,"Furniture handles, Luxe",handle,Hafele,Furniture Handles & Knobs,,,0,16.79,0,0,Furniture Handles & Knobs,handle,P-00852622,P-00852622,16.79,23.99,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00593178.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00593178.jpg,https://www.hafele.com.au/en/product/furniture-handles-luxe/P-00852622/,2026-06-21T02:39:12.872Z,e664354e1ada65a5416379d77b944149105e8b6f6b9f1a77628186af13f8fb8b
P-00853119,"Furniture handles, Luxe",handle,Hafele,Furniture Handles & Knobs,,,0,21.26,0,0,Furniture Handles & Knobs,handle,P-00853119,P-00853119,21.26,30.38,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00577220.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00577220.jpg,https://www.hafele.com.au/en/product/furniture-handles-luxe/P-00853119/,2026-06-21T02:39:12.872Z,49bcca3be88b0a9827907120f7979fa88d85f72700b73adacdcec70b9debb567
P-00853537,"Furniture handles, Luxe",handle,Hafele,Furniture Handles & Knobs,,,0,22.81,0,0,Furniture Handles & Knobs,handle,P-00853537,P-00853537,22.81,32.59,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00628558.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00628558.jpg,https://www.hafele.com.au/en/product/furniture-handles-luxe/P-00853537/,2026-06-21T02:39:12.872Z,a6169bcc604e5a23b3b0105f28eef688b5a113dcef0c5e34ff7d7a20a6418088
P-00853020,"Furniture handles, Ø 12 Mm, Round, Stainless Steel",handle,Hafele,Furniture Handles & Knobs,,,0,10.24,0,0,Furniture Handles & Knobs,handle,P-00853020,P-00853020,10.24,14.63,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00641001.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00641001.jpg,https://www.hafele.com.au/en/product/furniture-handles-12-mm-round-stainless-steel/P-00853020/,2026-06-21T02:39:12.871Z,0cc807c419d9456b2dc6d4b26550f4e8da6bcae4d426ac259d999f09aea46ea5
P-00853520,"Furniture handles, Round, Stainless Steel",handle,Hafele,Furniture Handles & Knobs,,,0,7.38,0,0,Furniture Handles & Knobs,handle,P-00853520,P-00853520,7.38,10.54,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00635664.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00635664.jpg,https://www.hafele.com.au/en/product/furniture-handles-round-stainless-steel/P-00853520/,2026-06-21T02:39:12.870Z,eb617e42a8094c302f191387f4652e294cb98fbce65d10a540c592867323a3ba
P-00852772,"Furniture handles, Stainless Steel",handle,Hafele,Furniture Handles & Knobs,,,0,9.36,0,0,Furniture Handles & Knobs,handle,P-00852772,P-00852772,9.36,13.37,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00615291.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00615291.jpg,https://www.hafele.com.au/en/product/furniture-handles-stainless-steel/P-00852772/,2026-06-21T02:39:12.871Z,23ebc4a6cc25a8ea30fb946fd395c7e19a36f31c5eec0e566f81fee879d40e1a
P-00852784,"Furniture handles, Stainless Steel",handle,Hafele,Furniture Handles & Knobs,,,0,16.74,0,0,Furniture Handles & Knobs,handle,P-00852784,P-00852784,16.74,23.91,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00633070.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00633070.jpg,https://www.hafele.com.au/en/product/furniture-handles-stainless-steel/P-00852784/,2026-06-21T02:39:12.872Z,311bee2fb9bf7bafa0924ed292e2b380ef3a61df1abc52d9d8a9a735e63a7c3e
P-00852355,"Furniture handles, Stainless steel, bar handle",handle,Hafele,Furniture Handles & Knobs,,,0,8.54,0,0,Furniture Handles & Knobs,handle,P-00852355,P-00852355,8.54,12.2,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00641002.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00641002.jpg,https://www.hafele.com.au/en/product/furniture-handles-stainless-steel-bar-handle/P-00852355/,2026-06-21T02:39:12.870Z,c5651a1838b22b768a4078fdd38b847ad16584ef7e61086ece5de33989ca1bd9
P-00852857,"Furniture handles, Stainless steel, bar handle",handle,Hafele,Furniture Handles & Knobs,,,0,6.53,0,0,Furniture Handles & Knobs,handle,P-00852857,P-00852857,6.53,9.33,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00646346.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00646346.jpg,https://www.hafele.com.au/en/product/furniture-handles-stainless-steel-bar-handle/P-00852857/,2026-06-21T02:39:12.871Z,3daaec636eb1f8040241132b32739a1c293079047e73f410551b35322177db6e
